rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
48,Objective-C,TTTAttributedLabel,8722,1695,Objective-C,https://github.com/TTTAttributedLabel/TTTAttributedLabel,TTTAttributedLabel,151,2024-06-24T02:50:08Z,"A drop-in replacement for UILabel that supports attributes, data detectors, links, and more"
49,Objective-C,MJExtension,8509,2141,Objective-C,https://github.com/CoderMJLee/MJExtension,CoderMJLee,23,2024-03-13T05:26:26Z,"A fast, convenient and nonintrusive conversion framework between JSON and model. Your model class doesn't need to extend any base class. You don't need to modify any model file."
50,Objective-C,Aspects,8430,1269,Objective-C,https://github.com/steipete/Aspects,steipete,77,2025-11-25T13:09:18Z,"Delightful, simple library for aspect oriented programming in Objective-C and Swift."
51,Objective-C,SlackTextViewController,8269,1071,Objective-C,https://github.com/slackhq/SlackTextViewController,slackhq,71,2018-10-29T18:56:03Z,⛔️**DEPRECATED** ⛔️ A drop-in UIViewController subclass with a growing text input view and other useful messaging features
52,Objective-C,VVDocumenter-Xcode,8261,1520,Objective-C,https://github.com/onevcat/VVDocumenter-Xcode,onevcat,60,2017-04-19T06:55:13Z,"Xcode plug-in which helps you write documentation comment easier, for both Objective-C and Swift."
53,Objective-C,TZImagePickerController,8169,1893,Objective-C,https://github.com/banchichen/TZImagePickerController,banchichen,50,2026-02-06T16:48:43Z,"一个支持多选、选原图和视频的图片选择器，同时有预览、裁剪功能，支持iOS6+。  A clone of UIImagePickerController, support picking multiple photos、original photo、video, also allow preview photo and video, support iOS6+"
54,Objective-C,shadowsocks-iOS,8161,3419,Objective-C,https://github.com/shadowsocks/shadowsocks-iOS,shadowsocks,175,2022-05-17T06:55:42Z,Removed according to regulations.
55,Objective-C,analyze,8109,1955,Objective-C,https://github.com/draveness/analyze,draveness,0,2021-11-14T19:00:39Z,Draven's Blog
56,Objective-C,FastImageCache,8082,927,Objective-C,https://github.com/path/FastImageCache,path,35,2023-07-12T23:20:57Z,iOS library for quickly displaying images while scrolling
57,Objective-C,iOS-Runtime-Headers,7978,1601,Objective-C,https://github.com/nst/iOS-Runtime-Headers,nst,57,2022-05-17T07:06:03Z,iOS Objective-C headers as derived from runtime introspection
58,Objective-C,FLAnimatedImage,7967,1209,Objective-C,https://github.com/Flipboard/FLAnimatedImage,Flipboard,76,2024-03-21T10:45:04Z,Performant animated GIF engine for iOS
59,Objective-C,trip-to-iOS,7889,2223,Objective-C,https://github.com/Aufree/trip-to-iOS,Aufree,3,2022-05-17T07:07:01Z,A curated list of delightful iOS resources.
60,Objective-C,slate,7838,509,Objective-C,https://github.com/jigish/slate,jigish,240,2022-06-23T09:17:42Z,A window management application (replacement for Divvy/SizeUp/ShiftIt)
61,Objective-C,FlatUIKit,7770,931,Objective-C,https://github.com/Grouper/FlatUIKit,Grouper,29,2016-09-29T04:08:55Z,A collection of awesome flat UI components for iOS.
62,Objective-C,V2RayX,7658,1125,Objective-C,https://github.com/Cenmrev/V2RayX,Cenmrev,109,2023-03-20T07:08:01Z,GUI for v2ray-core on macOS
63,Objective-C,PureLayout,7603,731,Objective-C,https://github.com/PureLayout/PureLayout,PureLayout,38,2023-03-16T21:45:11Z,"The ultimate API for iOS & OS X Auto Layout — impressively simple, immensely powerful. Objective-C and Swift compatible."
64,Objective-C,Sequel-Ace,7346,297,Objective-C,https://github.com/Sequel-Ace/Sequel-Ace,Sequel-Ace,188,2026-04-02T19:09:11Z,MySQL/MariaDB database management for macOS
65,Objective-C,KVOController,7306,917,Objective-C,https://github.com/facebookarchive/KVOController,facebookarchive,7,2020-01-25T04:18:28Z,"Simple, modern, thread-safe key-value observing for iOS and OS X."
66,Objective-C,QMUI_iOS,7202,1441,Objective-C,https://github.com/Tencent/QMUI_iOS,Tencent,209,2024-09-21T22:11:41Z,QMUI iOS——致力于提高项目 UI 开发效率的解决方案
67,Objective-C,DateTools,7201,944,Objective-C,https://github.com/MatthewYork/DateTools,MatthewYork,74,2024-08-21T17:55:53Z,Dates and times made easy in iOS
68,Objective-C,three20,7173,1464,Objective-C,https://github.com/facebookarchive/three20,facebookarchive,0,2017-05-02T06:05:12Z,Three20 is an Objective-C library for iPhone developers
69,Objective-C,JVFloatLabeledTextField,7160,723,Objective-C,https://github.com/jverdi/JVFloatLabeledTextField,jverdi,28,2023-04-17T14:38:05Z,UITextField subclass with floating labels - inspired by Matt D. Smith's design: http://dribbble.com/shots/1254439--GIF-Mobile-Form-Interaction?list=users
70,Objective-C,ZFPlayer,7132,1771,Objective-C,https://github.com/renzifeng/ZFPlayer,renzifeng,251,2024-05-24T02:29:56Z,Support customization of any player SDK and control layer(支持定制任何播放器SDK和控制层)
71,Objective-C,terminal-notifier,7110,350,Objective-C,https://github.com/julienXX/terminal-notifier,julienXX,43,2025-11-02T14:24:58Z,Send User Notifications on macOS from the command-line.
72,Objective-C,Dash-iOS,7109,916,Objective-C,https://github.com/Kapeli/Dash-iOS,Kapeli,38,2021-03-28T15:29:00Z,Dash for iOS was discontinued. Please check out Dash for macOS instead.
73,Objective-C,SWTableViewCell,7096,1255,Objective-C,https://github.com/CEWendel/SWTableViewCell,CEWendel,134,2021-05-20T14:43:51Z,An easy-to-use UITableViewCell subclass that implements a swippable content view which exposes utility buttons (similar to iOS 7 Mail Application)
74,Objective-C,RESideMenu,7051,1328,Objective-C,https://github.com/romaonthego/RESideMenu,romaonthego,107,2017-12-05T17:29:00Z,iOS 7/8 style side menu with parallax effect.
75,Objective-C,Reachability,6965,1252,Objective-C,https://github.com/tonymillion/Reachability,tonymillion,59,2026-03-25T00:02:23Z,ARC and GCD Compatible Reachability Class for iOS and MacOS. Drop in replacement for Apple Reachability
76,Objective-C,MGSwipeTableCell,6932,1062,Objective-C,https://github.com/MortimerGoro/MGSwipeTableCell,MortimerGoro,127,2023-03-22T00:38:19Z,An easy to use UITableViewCell subclass that allows to display swippable buttons with a variety of transitions.
77,Objective-C,xctool,6874,727,Objective-C,https://github.com/facebookarchive/xctool,facebookarchive,9,2019-12-11T08:21:02Z,An extension for Apple's xcodebuild that makes it easier to test iOS and macOS apps.
78,Objective-C,MacPass,6844,469,Objective-C,https://github.com/MacPass/MacPass,MacPass,282,2025-05-07T13:16:04Z,A native macOS KeePass client 
79,Objective-C,BlocksKit,6844,1253,Objective-C,https://github.com/BlocksKit/BlocksKit,BlocksKit,74,2018-02-02T10:11:16Z,The Objective-C block utilities you always wish you had.
80,Objective-C,jsonmodel,6831,1050,Objective-C,https://github.com/jsonmodel/jsonmodel,jsonmodel,25,2021-11-06T12:23:36Z,"Magical Data Modeling Framework for JSON - allows rapid creation of smart data models. You can use it in your iOS, macOS, watchOS and tvOS apps."
81,Objective-C,MonkeyDev,6784,1236,Objective-C,https://github.com/AloneMonkey/MonkeyDev,AloneMonkey,175,2022-07-09T08:24:07Z,"CaptainHook Tweak、Logos Tweak and Command-line Tool、Patch iOS Apps,  Without Jailbreak."
82,Objective-C,Onboard,6754,753,Objective-C,https://github.com/mamaral/Onboard,mamaral,41,2025-01-01T20:58:29Z,An iOS framework to easily create a beautiful and engaging onboarding experience with only a few lines of code.
83,Objective-C,YTKNetwork,6732,1644,Objective-C,https://github.com/kanyun-inc/YTKNetwork,kanyun-inc,111,2021-04-22T09:05:44Z,YTKNetwork is a high level request util based on AFNetworking.
84,Objective-C,MMDrawerController,6728,1362,Objective-C,https://github.com/mutualmobile/MMDrawerController,mutualmobile,160,2023-01-09T00:03:46Z," A lightweight, easy to use, Side Drawer Navigation Controller"
85,Objective-C,GCDWebServer,6605,1313,Objective-C,https://github.com/swisspol/GCDWebServer,swisspol,37,2022-10-05T03:56:25Z,"The #1 HTTP server for iOS, macOS & tvOS (also includes web based uploader & WebDAV server)"
86,Objective-C,ANE,6557,920,Objective-C,https://github.com/maderix/ANE,maderix,9,2026-03-10T10:21:05Z,Training neural networks on Apple Neural Engine via reverse-engineered private APIs
87,Objective-C,injectionforxcode,6545,566,Objective-C,https://github.com/johnno1962/injectionforxcode,johnno1962,77,2022-08-04T00:53:23Z,Runtime Code Injection for Objective-C & Swift
88,Objective-C,nimbus,6413,1280,Objective-C,https://github.com/jverkoey/nimbus,jverkoey,1,2024-04-25T21:23:31Z,The iOS framework that grows only as fast as its documentation
89,Objective-C,KeepingYouAwake,6409,245,Objective-C,https://github.com/newmarcel/KeepingYouAwake,newmarcel,30,2025-10-30T08:48:11Z,Prevents your Mac from going to sleep.
90,Objective-C,DTCoreText,6388,1189,Objective-C,https://github.com/Cocoanetics/DTCoreText,Cocoanetics,45,2025-07-29T07:47:09Z,Methods to allow using HTML code with CoreText
91,Objective-C,JazzHands,6376,668,Objective-C,https://github.com/IFTTT/JazzHands,IFTTT,13,2024-07-30T13:01:27Z,A simple keyframe-based animation framework for UIKit. Perfect for scrolling app intros.
92,Objective-C,react-native-image-crop-picker,6342,1606,Objective-C,https://github.com/ivpusic/react-native-image-crop-picker,ivpusic,552,2026-01-21T23:31:48Z,"iOS/Android image picker with support for camera, video, configurable compression, multiple images and cropping"
93,Objective-C,NWPusher,6317,670,Objective-C,https://github.com/noodlewerk/NWPusher,noodlewerk,24,2021-03-30T07:00:58Z,OS X and iOS application and framework to play with the Apple Push Notification service (APNs)
94,Objective-C,ios-app-signer,6262,1142,Objective-C,https://github.com/DanTheMan827/ios-app-signer,DanTheMan827,116,2025-09-01T00:42:47Z,This is an app for OS X that can (re)sign apps and bundle them into ipa files that are ready to be installed on an iOS device.
95,Objective-C,KIF,6240,918,Objective-C,https://github.com/kif-framework/KIF,kif-framework,50,2026-03-17T18:33:08Z,Keep It Functional - An iOS Functional Testing Framework
96,Objective-C,SDCycleScrollView,6199,1499,Objective-C,https://github.com/gsdios/SDCycleScrollView,gsdios,442,2023-04-21T10:20:47Z,Autoscroll Banner.   无限循环图片、文字轮播器。
97,Objective-C,JSONKit,6194,1633,Objective-C,https://github.com/johnezang/JSONKit,johnezang,67,2020-11-22T17:51:42Z,Objective-C JSON
98,Objective-C,lemon-cleaner,6173,782,Objective-C,https://github.com/Tencent/lemon-cleaner,Tencent,30,2025-12-04T06:31:52Z,腾讯柠檬清理是针对macOS系统专属制定的清理工具。主要功能包括重复文件和相似照片的识别、软件的定制化垃圾扫描、可视化的全盘空间分析、内存释放、浏览器隐私清理以及设备实时状态的监控等。重点聚焦清理功能，对上百款软件提供定制化的清理方案，提供专业的清理建议，帮助用户轻松完成一键式清理。
99,Objective-C,JXCategoryView,6170,1159,Objective-C,https://github.com/pujiaxin33/JXCategoryView,pujiaxin33,38,2024-08-07T11:28:39Z,"A powerful and easy to use category view (segmentedcontrol, segmentview, pagingview, pagerview, pagecontrol) (腾讯新闻、今日头条、QQ音乐、网易云音乐、京东、爱奇艺、腾讯视频、淘宝、天猫、简书、微博等所有主流APP分类切换滚动视图)"
100,Objective-C,AnyBar,6040,158,Objective-C,https://github.com/tonsky/AnyBar,tonsky,17,2026-03-21T12:54:03Z,OS X menubar status indicator
1,Perl,cloc,22829,1103,Perl,https://github.com/AlDanial/cloc,AlDanial,25,2026-03-13T17:20:57Z,"cloc counts blank lines, comment lines, and physical lines of source code in many programming languages."
2,Perl,FlameGraph,19397,2097,Perl,https://github.com/brendangregg/FlameGraph,brendangregg,119,2024-10-20T21:48:45Z,Stack trace visualizer
3,Perl,diff-so-fancy,17980,341,Perl,https://github.com/so-fancy/diff-so-fancy,so-fancy,4,2026-03-30T23:09:33Z,Make your diffs human readable for improved code quality and faster defect detection. :tada:
4,Perl,nikto,10229,1417,Perl,https://github.com/sullo/nikto,sullo,1,2026-03-20T02:44:54Z,Nikto web server scanner
5,Perl,MySQLTuner-perl,9446,1296,Perl,https://github.com/major/MySQLTuner-perl,major,35,2026-04-01T23:49:41Z,MySQLTuner is a script written in Perl that will assist you with your MySQL configuration and make recommendations for increased performance and stability.
6,Perl,gitolite,8575,1012,Perl,https://github.com/sitaramc/gitolite,sitaramc,0,2026-02-22T15:31:38Z,"Hosting git repositories -- Gitolite allows you to setup git hosting on a central server, with very fine-grained access control and many (many!) more powerful features."
7,Perl,git-it-electron,4874,1216,Perl,https://github.com/jlord/git-it-electron,jlord,93,2024-04-10T10:28:06Z,":computer: :mortar_board: Git-it is a (Mac, Win, Linux) Desktop App for Learning Git and GitHub"
8,Perl,exiftool,4574,432,Perl,https://github.com/exiftool/exiftool,exiftool,17,2026-04-01T16:12:13Z,ExifTool meta information reader/writer
9,Perl,Expose,4436,256,Perl,https://github.com/Jack000/Expose,Jack000,19,2022-03-16T05:58:08Z,A simple static site generator for photoessays
10,Perl,sicp-pdf,4396,549,Perl,https://github.com/sarabander/sicp-pdf,sarabander,15,2024-06-27T03:43:02Z,SICP PDF with Texinfo and LaTeX source
11,Perl,EQGRP,4198,2080,Perl,https://github.com/x0rz/EQGRP,x0rz,16,2017-05-24T21:12:59Z,Decrypted content of eqgrp-auction-file.tar.xz
12,Perl,pgbadger,3988,373,Perl,https://github.com/darold/pgbadger,darold,14,2026-02-21T17:08:20Z,A fast PostgreSQL Log Analyzer
13,Perl,sanoid,3716,341,Perl,https://github.com/jimsalterjrs/sanoid,jimsalterjrs,126,2026-02-18T22:58:51Z,These are policy-driven snapshot management and replication tools which use OpenZFS for underlying next-gen storage. (Btrfs support plans are shelved unless and until btrfs becomes reliable.)
14,Perl,a-shell,3650,181,Perl,https://github.com/holzschu/a-shell,holzschu,605,2026-03-07T17:35:29Z,"A terminal for iOS, with multiple windows"
15,Perl,rsnapshot,3610,274,Perl,https://github.com/rsnapshot/rsnapshot,rsnapshot,45,2026-03-10T23:47:50Z,"a tool for backing up your data using rsync (if you want to get help, use https://lists.sourceforge.net/lists/listinfo/rsnapshot-discuss)"
16,Perl,.dotfiles,3450,318,Perl,https://github.com/ThePrimeagen/.dotfiles,ThePrimeagen,23,2024-04-24T01:43:35Z,
17,Perl,ddclient,3378,384,Perl,https://github.com/ddclient/ddclient,ddclient,103,2025-01-19T19:46:51Z,ddclient updates dynamic DNS entries for accounts on a wide range of dynamic DNS services.
18,Perl,trurl,3326,114,Perl,https://github.com/curl/trurl,curl,1,2026-04-02T02:18:47Z,a command line tool for URL parsing and manipulation.
19,Perl,openfortivpn,3262,364,Perl,https://github.com/adrienverge/openfortivpn,adrienverge,115,2026-02-23T18:49:33Z,Client for PPP+TLS VPN tunnel services
20,Perl,rcm,3232,138,Perl,https://github.com/thoughtbot/rcm,thoughtbot,25,2025-05-23T15:40:16Z,rc file (dotfile) management
21,Perl,sherloq,3120,294,Perl,https://github.com/GuidoBartoli/sherloq,GuidoBartoli,20,2026-04-03T09:54:20Z,An open-source digital image forensic toolset
22,Perl,sqitch,3121,215,Perl,https://github.com/sqitchers/sqitch,sqitchers,75,2026-01-25T21:32:26Z,Sensible database change management
23,Perl,LANraragi,2896,215,Perl,https://github.com/Difegue/LANraragi,Difegue,67,2026-03-30T00:20:42Z,Web application for archival and reading of manga/doujinshi. Lightweight and Docker-ready for NAS/servers.
24,Perl,nginx-tutorials,2878,438,Perl,https://github.com/openresty/nginx-tutorials,openresty,3,2021-03-05T03:48:12Z,Nginx Tutorials
25,Perl,mojo,2727,585,Perl,https://github.com/mojolicious/mojo,mojolicious,84,2026-02-12T11:10:11Z,:sparkles: Mojolicious - Perl real-time web framework
26,Perl,postgresqltuner,2688,195,Perl,https://github.com/jfcoz/postgresqltuner,jfcoz,11,2024-01-08T22:51:46Z,"Simple script to analyse your PostgreSQL database configuration, and give tuning advice"
27,Perl,Th3inspector,2596,515,Perl,https://github.com/Moham3dRiahi/Th3inspector,Moham3dRiahi,0,2025-04-21T08:23:07Z,Th3Inspector 🕵️ Best Tool For Information Gathering 🔎
28,Perl,owasp-modsecurity-crs,2485,732,Perl,https://github.com/SpiderLabs/owasp-modsecurity-crs,SpiderLabs,39,2020-06-16T12:32:12Z,OWASP ModSecurity Core Rule Set (CRS) Project (Official Repository)
29,Perl,get_iplayer,2472,241,Perl,https://github.com/get-iplayer/get_iplayer,get-iplayer,0,2025-05-04T16:40:47Z,A utility for downloading TV and radio programmes from BBC iPlayer and BBC Sounds
30,Perl,exifcleaner,2398,149,Perl,https://github.com/szTheory/exifcleaner,szTheory,44,2026-04-03T03:41:02Z,Cross-platform desktop GUI app to clean image metadata
31,Perl,ABTestingGateway,2359,762,Perl,https://github.com/CNSRE/ABTestingGateway,CNSRE,75,2018-10-14T07:05:17Z,
32,Perl,nipe,2317,335,Perl,https://github.com/htrgouvea/nipe,htrgouvea,15,2026-03-22T11:44:06Z,An engine to make Tor network your default gateway
33,Perl,perl5,2251,616,Perl,https://github.com/Perl/perl5,Perl,2207,2026-04-05T23:55:23Z,🐪 The Perl programming language
34,Perl,everything-curl,2233,335,Perl,https://github.com/curl/everything-curl,curl,21,2026-04-03T15:13:20Z,"The book documenting the curl project, the curl tool, libcurl and more. Simply put: everything curl."
35,Perl,the-bastion,2120,128,Perl,https://github.com/ovh/the-bastion,ovh,41,2026-03-30T13:24:18Z,"Authentication, authorization, traceability and auditability for SSH accesses."
36,Perl,munin,2118,481,Perl,https://github.com/munin-monitoring/munin,munin-monitoring,192,2026-03-11T14:09:26Z,Main repository for munin master / node / plugins
37,Perl,afterglow-theme,2093,137,Perl,https://github.com/YabataDesign/afterglow-theme,YabataDesign,45,2023-07-11T07:34:23Z,[DEPRECATED] A minimal dark Theme for Sublime Text 2 and 3
38,Perl,btrbk,2063,134,Perl,https://github.com/digint/btrbk,digint,247,2025-11-29T16:04:16Z,Tool for creating snapshots and remote backups of btrfs subvolumes
